tick,sirstate,n
2878.1,2,10000
2879.1,2,10000
2880.1,2,10000
2881.1,2,10000
2882.1,2,10000
2883.1,2,10000
2884.1,2,10000
2885.1,2,10000
2886.1,2,10000
2887.1,2,10000
2888.1,2,10000
2889.1,2,10000
2890.1,2,10000
2891.1,2,10000
2892.1,2,10000
2893.1,2,10000
2894.1,2,10000
2895.1,2,10000
2896.1,2,10000
2897.1,2,10000
2898.1,2,10000
2899.1,2,10000
2900.1,2,10000
2901.1,2,10000
2902.1,2,10000
2903.1,2,10000
2904.1,2,10000
2905.1,2,10000
2906.1,2,10000
2907.1,2,10000
2908.1,2,10000
2909.1,2,10000
2910.1,2,10000
2911.1,2,10000
2912.1,2,10000
2913.1,2,10000
2914.1,2,10000
2915.1,2,10000
2916.1,2,10000
2917.1,2,10000
2918.1,2,10000
2919.1,2,10000
2920.1,2,10000
2921.1,2,10000
2922.1,2,10000
2923.1,2,10000
2924.1,2,10000
2925.1,2,10000
2926.1,2,10000
2927.1,2,10000
2928.1,2,10000
2929.1,2,10000
2930.1,2,10000
2931.1,2,10000
2932.1,2,10000
2933.1,2,10000
2934.1,2,10000
2935.1,2,10000
2936.1,2,10000
2937.1,2,10000
2938.1,2,10000
2939.1,2,10000
2940.1,2,10000
2941.1,2,10000
2942.1,2,10000
2943.1,2,10000
2944.1,2,10000
2945.1,2,10000
2946.1,2,10000
2947.1,2,10000
2948.1,2,10000
2949.1,2,10000
2950.1,2,10000
2951.1,2,10000
2952.1,2,10000
2953.1,2,10000
2954.1,2,10000
2955.1,2,10000
2956.1,2,10000
2957.1,2,10000
2958.1,2,10000
2959.1,2,10000
2960.1,2,10000
2961.1,2,10000
2962.1,2,10000
2963.1,2,10000
2964.1,2,10000
2965.1,2,10000
2966.1,2,10000
2967.1,2,10000
2968.1,2,10000
2969.1,2,10000
2970.1,2,10000
2971.1,2,10000
2972.1,2,10000
2973.1,2,10000
2974.1,2,10000
2975.1,2,10000
2976.1,2,10000
2977.1,2,10000
2978.1,2,10000
2979.1,2,10000
2980.1,2,10000
2981.1,2,10000
2982.1,2,10000
2983.1,2,10000
2984.1,2,10000
2985.1,2,10000
2986.1,2,10000
2987.1,2,10000
2988.1,2,10000
2989.1,2,10000
2990.1,2,10000
2991.1,2,10000
2992.1,2,10000
2993.1,2,10000
2994.1,2,10000
2995.1,2,10000
2996.1,2,10000
2997.1,2,10000
2998.1,2,10000
2999.1,2,10000
3000.1,2,10000
3001.1,2,10000
3002.1,2,10000
3003.1,2,10000
3004.1,2,10000
3005.1,2,10000
3006.1,2,10000
3007.1,2,10000
3008.1,2,10000
3009.1,2,10000
3010.1,2,10000
3011.1,2,10000
3012.1,2,10000
3013.1,2,10000
3014.1,2,10000
3015.1,2,10000
3016.1,2,10000
3017.1,2,10000
3018.1,2,10000
3019.1,2,10000
3020.1,2,10000
3021.1,2,10000
3022.1,2,10000
3023.1,2,10000
3024.1,2,10000
3025.1,2,10000
3026.1,2,10000
3027.1,2,10000
3028.1,2,10000
3029.1,2,10000
3030.1,2,10000
3031.1,2,10000
3032.1,2,10000
3033.1,2,10000
3034.1,2,10000
3035.1,2,10000
3036.1,2,10000
3037.1,2,10000
3038.1,2,10000
3039.1,2,10000
3040.1,2,10000
3041.1,2,10000
3042.1,2,10000
3043.1,2,10000
3044.1,2,10000
3045.1,2,10000
3046.1,2,10000
3047.1,2,10000
3048.1,2,10000
3049.1,2,10000
3050.1,2,10000
3051.1,2,10000
3052.1,2,10000
3053.1,2,10000
3054.1,2,10000
3055.1,2,10000
3056.1,2,10000
3057.1,2,10000
3058.1,2,10000
3059.1,2,10000
3060.1,2,10000
3061.1,2,10000
3062.1,2,10000
3063.1,2,10000
3064.1,2,10000
3065.1,2,10000
3066.1,2,10000
3067.1,2,10000
3068.1,2,10000
3069.1,2,10000
3070.1,2,10000
3071.1,2,10000
3072.1,2,10000
3073.1,2,10000
3074.1,2,10000
3075.1,2,10000
3076.1,2,10000
3077.1,2,10000
3078.1,2,10000
3079.1,2,10000
3080.1,2,10000
3081.1,2,10000
3082.1,2,10000
3083.1,2,10000
3084.1,2,10000
3085.1,2,10000
3086.1,2,10000
3087.1,2,10000
3088.1,2,10000
3089.1,2,10000
3090.1,2,10000
3091.1,2,10000
3092.1,2,10000
3093.1,2,10000
3094.1,2,10000
3095.1,2,10000
3096.1,2,10000
3097.1,2,10000
3098.1,2,10000
3099.1,2,10000
3100.1,2,10000
3101.1,2,10000
3102.1,2,10000
3103.1,2,10000
3104.1,2,10000
3105.1,2,10000
3106.1,2,10000
3107.1,2,10000
3108.1,2,10000
3109.1,2,10000
3110.1,2,10000
3111.1,2,10000
3112.1,2,10000
3113.1,2,10000
3114.1,2,10000
3115.1,2,10000
3116.1,2,10000
3117.1,2,10000
3118.1,2,10000
3119.1,2,10000
3120.1,2,10000
3121.1,2,10000
3122.1,2,10000
3123.1,2,10000
3124.1,2,10000
3125.1,2,10000
3126.1,2,10000
3127.1,2,10000
3128.1,2,10000
3129.1,2,10000
3130.1,2,10000
3131.1,2,10000
3132.1,2,10000
3133.1,2,10000
3134.1,2,10000
3135.1,2,10000
3136.1,2,10000
3137.1,2,10000
3138.1,2,10000
3139.1,2,10000
3140.1,2,10000
3141.1,2,10000
3142.1,2,10000
3143.1,2,10000
3144.1,2,10000
3145.1,2,10000
3146.1,2,10000
3147.1,2,10000
3148.1,2,10000
3149.1,2,10000
3150.1,2,10000
3151.1,2,10000
3152.1,2,10000
3153.1,2,10000
3154.1,2,10000
3155.1,2,10000
3156.1,2,10000
3157.1,2,10000
3158.1,2,10000
3159.1,2,10000
3160.1,2,10000
3161.1,2,10000
3162.1,2,10000
3163.1,2,10000
3164.1,2,10000
3165.1,2,10000
3166.1,2,10000
3167.1,2,10000
3168.1,2,10000
3169.1,2,10000
3170.1,2,10000
3171.1,2,10000
3172.1,2,10000
3173.1,2,10000
3174.1,2,10000
3175.1,2,10000
3176.1,2,10000
3177.1,2,10000
3178.1,2,10000
3179.1,2,10000
3180.1,2,10000
3181.1,2,10000
3182.1,2,10000
3183.1,2,10000
3184.1,2,10000
3185.1,2,10000
3186.1,2,10000
3187.1,2,10000
3188.1,2,10000
3189.1,2,10000
3190.1,2,10000
3191.1,2,10000
3192.1,2,10000
3193.1,2,10000
3194.1,2,10000
3195.1,2,10000
3196.1,2,10000
3197.1,2,10000
3198.1,2,10000
3199.1,2,10000
3200.1,2,10000
3201.1,2,10000
3202.1,2,10000
3203.1,2,10000
3204.1,2,10000
3205.1,2,10000
3206.1,2,10000
3207.1,2,10000
3208.1,2,10000
3209.1,2,10000
3210.1,2,10000
3211.1,2,10000
3212.1,2,10000
3213.1,2,10000
3214.1,2,10000
3215.1,2,10000
3216.1,2,10000
3217.1,2,10000
3218.1,2,10000
3219.1,2,10000
3220.1,2,10000
3221.1,2,10000
3222.1,2,10000
3223.1,2,10000
3224.1,2,10000
3225.1,2,10000
3226.1,2,10000
3227.1,2,10000
3228.1,2,10000
3229.1,2,10000
3230.1,2,10000
3231.1,2,10000
3232.1,2,10000
3233.1,2,10000
3234.1,2,10000
3235.1,2,10000
3236.1,2,10000
3237.1,2,10000
3238.1,2,10000
3239.1,2,10000
3240.1,2,10000
3241.1,2,10000
3242.1,2,10000
3243.1,2,10000
3244.1,2,10000
3245.1,2,10000
3246.1,2,10000
3247.1,2,10000
3248.1,2,10000
3249.1,2,10000
3250.1,2,10000
3251.1,2,10000
3252.1,2,10000
3253.1,2,10000
3254.1,2,10000
3255.1,2,10000
3256.1,2,10000
3257.1,2,10000
3258.1,2,10000
3259.1,2,10000
3260.1,2,10000
3261.1,2,10000
3262.1,2,10000
3263.1,2,10000
3264.1,2,10000
3265.1,2,10000
3266.1,2,10000
3267.1,2,10000
3268.1,2,10000
3269.1,2,10000
3270.1,2,10000
3271.1,2,10000
3272.1,2,10000
3273.1,2,10000
3274.1,2,10000
3275.1,2,10000
3276.1,2,10000
3277.1,2,10000
3278.1,2,10000
3279.1,2,10000
3280.1,2,10000
3281.1,2,10000
3282.1,2,10000
3283.1,2,10000
3284.1,2,10000
3285.1,2,10000
3286.1,2,10000
3287.1,2,10000
3288.1,2,10000
3289.1,2,10000
3290.1,2,10000
3291.1,2,10000
3292.1,2,10000
3293.1,2,10000
3294.1,2,10000
3295.1,2,10000
3296.1,2,10000
3297.1,2,10000
3298.1,2,10000
3299.1,2,10000
3300.1,2,10000
3301.1,2,10000
3302.1,2,10000
3303.1,2,10000
3304.1,2,10000
3305.1,2,10000
3306.1,2,10000
3307.1,2,10000
3308.1,2,10000
3309.1,2,10000
3310.1,2,10000
3311.1,2,10000
3312.1,2,10000
3313.1,2,10000
3314.1,2,10000
3315.1,2,10000
3316.1,2,10000
3317.1,2,10000
3318.1,2,10000
3319.1,2,10000
3320.1,2,10000
3321.1,2,10000
3322.1,2,10000
3323.1,2,10000
3324.1,2,10000
3325.1,2,10000
3326.1,2,10000
3327.1,2,10000
3328.1,2,10000
3329.1,2,10000
3330.1,2,10000
3331.1,2,10000
3332.1,2,10000
3333.1,2,10000
3334.1,2,10000
3335.1,2,10000
3336.1,2,10000
3337.1,2,10000
3338.1,2,10000
3339.1,2,10000
3340.1,2,10000
3341.1,2,10000
3342.1,2,10000
3343.1,2,10000
3344.1,2,10000
3345.1,2,10000
3346.1,2,10000
3347.1,2,10000
3348.1,2,10000
3349.1,2,10000
3350.1,2,10000
3351.1,2,10000
3352.1,2,10000
3353.1,2,10000
3354.1,2,10000
3355.1,2,10000
3356.1,2,10000
3357.1,2,10000
3358.1,2,10000
3359.1,2,10000
3360.1,2,10000
3361.1,2,10000
3362.1,2,10000
3363.1,2,10000
3364.1,2,10000
3365.1,2,10000
3366.1,2,10000
3367.1,2,10000
3368.1,2,10000
3369.1,2,10000
3370.1,2,10000
3371.1,2,10000
3372.1,2,10000
3373.1,2,10000
3374.1,2,10000
3375.1,2,10000
3376.1,2,10000
3377.1,2,10000
3378.1,2,10000
3379.1,2,10000
3380.1,2,10000
3381.1,2,10000
3382.1,2,10000
3383.1,2,10000
3384.1,2,10000
3385.1,2,10000
3386.1,2,10000
3387.1,2,10000
3388.1,2,10000
3389.1,2,10000
3390.1,2,10000
3391.1,2,10000
3392.1,2,10000
3393.1,2,10000
3394.1,2,10000
3395.1,2,10000
3396.1,2,10000
3397.1,2,10000
3398.1,2,10000
3399.1,2,10000
3400.1,2,10000
3401.1,2,10000
3402.1,2,10000
3403.1,2,10000
3404.1,2,10000
3405.1,2,10000
3406.1,2,10000
3407.1,2,10000
3408.1,2,10000
3409.1,2,10000
3410.1,2,10000
3411.1,2,10000
3412.1,2,10000
3413.1,2,10000
3414.1,2,10000
3415.1,2,10000
3416.1,2,10000
3417.1,2,10000
3418.1,2,10000
3419.1,2,10000
3420.1,2,10000
3421.1,2,10000
3422.1,2,10000
3423.1,2,10000
3424.1,2,10000
3425.1,2,10000
3426.1,2,10000
3427.1,2,10000
3428.1,2,10000
3429.1,2,10000
3430.1,2,10000
3431.1,2,10000
3432.1,2,10000
3433.1,2,10000
3434.1,2,10000
3435.1,2,10000
3436.1,2,10000
3437.1,2,10000
3438.1,2,10000
3439.1,2,10000
3440.1,2,10000
3441.1,2,10000
3442.1,2,10000
3443.1,2,10000
3444.1,2,10000
3445.1,2,10000
3446.1,2,10000
3447.1,2,10000
3448.1,2,10000
3449.1,2,10000
3450.1,2,10000
3451.1,2,10000
3452.1,2,10000
3453.1,2,10000
3454.1,2,10000
3455.1,2,10000
3456.1,2,10000
3457.1,2,10000
3458.1,2,10000
3459.1,2,10000
3460.1,2,10000
3461.1,2,10000
3462.1,2,10000
3463.1,2,10000
3464.1,2,10000
3465.1,2,10000
3466.1,2,10000
3467.1,2,10000
3468.1,2,10000
3469.1,2,10000
3470.1,2,10000
3471.1,2,10000
3472.1,2,10000
3473.1,2,10000
3474.1,2,10000
3475.1,2,10000
3476.1,2,10000
3477.1,2,10000
3478.1,2,10000
3479.1,2,10000
3480.1,2,10000
3481.1,2,10000
3482.1,2,10000
3483.1,2,10000
3484.1,2,10000
3485.1,2,10000
3486.1,2,10000
3487.1,2,10000
3488.1,2,10000
3489.1,2,10000
3490.1,2,10000
3491.1,2,10000
3492.1,2,10000
3493.1,2,10000
3494.1,2,10000
3495.1,2,10000
3496.1,2,10000
3497.1,2,10000
3498.1,2,10000
3499.1,2,10000
3500.1,2,10000
3501.1,2,10000
3502.1,2,10000
3503.1,2,10000
3504.1,2,10000
3505.1,2,10000
3506.1,2,10000
3507.1,2,10000
3508.1,2,10000
3509.1,2,10000
3510.1,2,10000
3511.1,2,10000
3512.1,2,10000
3513.1,2,10000
3514.1,2,10000
3515.1,2,10000
3516.1,2,10000
3517.1,2,10000
3518.1,2,10000
3519.1,2,10000
3520.1,2,10000
3521.1,2,10000
3522.1,2,10000
3523.1,2,10000
3524.1,2,10000
3525.1,2,10000
3526.1,2,10000
3527.1,2,10000
3528.1,2,10000
3529.1,2,10000
3530.1,2,10000
3531.1,2,10000
3532.1,2,10000
3533.1,2,10000
3534.1,2,10000
3535.1,2,10000
3536.1,2,10000
3537.1,2,10000
3538.1,2,10000
3539.1,2,10000
3540.1,2,10000
3541.1,2,10000
3542.1,2,10000
3543.1,2,10000
3544.1,2,10000
3545.1,2,10000
3546.1,2,10000
3547.1,2,10000
3548.1,2,10000
3549.1,2,10000
3550.1,2,10000
3551.1,2,10000
3552.1,2,10000
3553.1,2,10000
3554.1,2,10000
3555.1,2,10000
3556.1,2,10000
3557.1,2,10000
3558.1,2,10000
3559.1,2,10000
3560.1,2,10000
3561.1,2,10000
3562.1,2,10000
3563.1,2,10000
3564.1,2,10000
3565.1,2,10000
3566.1,2,10000
3567.1,2,10000
3568.1,2,10000
3569.1,2,10000
3570.1,2,10000
3571.1,2,10000
3572.1,2,10000
3573.1,2,10000
3574.1,2,10000
3575.1,2,10000
3576.1,2,10000
3577.1,2,10000
3578.1,2,10000
3579.1,2,10000
3580.1,2,10000
3581.1,2,10000
3582.1,2,10000
3583.1,2,10000
3584.1,2,10000
3585.1,2,10000
3586.1,2,10000
3587.1,2,10000
3588.1,2,10000
3589.1,2,10000
3590.1,2,10000
3591.1,2,10000
3592.1,2,10000
3593.1,2,10000
3594.1,2,10000
3595.1,2,10000
3596.1,2,10000
3597.1,2,10000
3598.1,2,10000
3599.1,2,10000
3600.1,2,10000
3601.1,2,10000
3602.1,2,10000
3603.1,2,10000
3604.1,2,10000
3605.1,2,10000
3606.1,2,10000
3607.1,2,10000
3608.1,2,10000
3609.1,2,10000
3610.1,2,10000
3611.1,2,10000
3612.1,2,10000
3613.1,2,10000
3614.1,2,10000
3615.1,2,10000
3616.1,2,10000
3617.1,2,10000
3618.1,2,10000
3619.1,2,10000
3620.1,2,10000
3621.1,2,10000
3622.1,2,10000
3623.1,2,10000
3624.1,2,10000
3625.1,2,10000
3626.1,2,10000
3627.1,2,10000
3628.1,2,10000
3629.1,2,10000
3630.1,2,10000
3631.1,2,10000
3632.1,2,10000
3633.1,2,10000
3634.1,2,10000
3635.1,2,10000
3636.1,2,10000
3637.1,2,10000
3638.1,2,10000
3639.1,2,10000
3640.1,2,10000
3641.1,2,10000
3642.1,2,10000
3643.1,2,10000
3644.1,2,10000
3645.1,2,10000
3646.1,2,10000
3647.1,2,10000
3648.1,2,10000
3649.1,2,10000
3650.1,2,10000
3651.1,2,10000
3652.1,2,10000
3653.1,2,10000
3654.1,2,10000
3655.1,2,10000
3656.1,2,10000
3657.1,2,10000
3658.1,2,10000
3659.1,2,10000
3660.1,2,10000
3661.1,2,10000
3662.1,2,10000
3663.1,2,10000
3664.1,2,10000
3665.1,2,10000
3666.1,2,10000
3667.1,2,10000
3668.1,2,10000
3669.1,2,10000
3670.1,2,10000
3671.1,2,10000
3672.1,2,10000
3673.1,2,10000
3674.1,2,10000
3675.1,2,10000
3676.1,2,10000
3677.1,2,10000
3678.1,2,10000
3679.1,2,10000
3680.1,2,10000
3681.1,2,10000
3682.1,2,10000
3683.1,2,10000
3684.1,2,10000
3685.1,2,10000
3686.1,2,10000
3687.1,2,10000
3688.1,2,10000
3689.1,2,10000
3690.1,2,10000
3691.1,2,10000
3692.1,2,10000
3693.1,2,10000
3694.1,2,10000
3695.1,2,10000
3696.1,2,10000
3697.1,2,10000
3698.1,2,10000
3699.1,2,10000
3700.1,2,10000
3701.1,2,10000
3702.1,2,10000
3703.1,2,10000
3704.1,2,10000
3705.1,2,10000
3706.1,2,10000
3707.1,2,10000
3708.1,2,10000
3709.1,2,10000
3710.1,2,10000
3711.1,2,10000
3712.1,2,10000
3713.1,2,10000
3714.1,2,10000
3715.1,2,10000
3716.1,2,10000
3717.1,2,10000
3718.1,2,10000
3719.1,2,10000
3720.1,2,10000
3721.1,2,10000
3722.1,2,10000
3723.1,2,10000
3724.1,2,10000
3725.1,2,10000
3726.1,2,10000
3727.1,2,10000
3728.1,2,10000
3729.1,2,10000
3730.1,2,10000
3731.1,2,10000
3732.1,2,10000
3733.1,2,10000
3734.1,2,10000
3735.1,2,10000
3736.1,2,10000
3737.1,2,10000
3738.1,2,10000
3739.1,2,10000
3740.1,2,10000
3741.1,2,10000
3742.1,2,10000
3743.1,2,10000
3744.1,2,10000
3745.1,2,10000
3746.1,2,10000
3747.1,2,10000
3748.1,2,10000
3749.1,2,10000
3750.1,2,10000
3751.1,2,10000
3752.1,2,10000
3753.1,2,10000
3754.1,2,10000
3755.1,2,10000
3756.1,2,10000
3757.1,2,10000
3758.1,2,10000
3759.1,2,10000
3760.1,2,10000
3761.1,2,10000
3762.1,2,10000
3763.1,2,10000
3764.1,2,10000
3765.1,2,10000
3766.1,2,10000
3767.1,2,10000
3768.1,2,10000
3769.1,2,10000
3770.1,2,10000
3771.1,2,10000
3772.1,2,10000
3773.1,2,10000
3774.1,2,10000
3775.1,2,10000
3776.1,2,10000
3777.1,2,10000
3778.1,2,10000
3779.1,2,10000
3780.1,2,10000
3781.1,2,10000
3782.1,2,10000
3783.1,2,10000
3784.1,2,10000
3785.1,2,10000
3786.1,2,10000
3787.1,2,10000
3788.1,2,10000
3789.1,2,10000
3790.1,2,10000
3791.1,2,10000
3792.1,2,10000
3793.1,2,10000
3794.1,2,10000
3795.1,2,10000
3796.1,2,10000
3797.1,2,10000
3798.1,2,10000
3799.1,2,10000
3800.1,2,10000
3801.1,2,10000
3802.1,2,10000
3803.1,2,10000
3804.1,2,10000
3805.1,2,10000
3806.1,2,10000
3807.1,2,10000
3808.1,2,10000
3809.1,2,10000
3810.1,2,10000
3811.1,2,10000
3812.1,2,10000
3813.1,2,10000
3814.1,2,10000
3815.1,2,10000
3816.1,2,10000
3817.1,2,10000
3818.1,2,10000
3819.1,2,10000
3820.1,2,10000
3821.1,2,10000
3822.1,2,10000
3823.1,2,10000
3824.1,2,10000
3825.1,2,10000
3826.1,2,10000
3827.1,2,10000
3828.1,2,10000
3829.1,2,10000
3830.1,2,10000
3831.1,2,10000
3832.1,2,10000
3833.1,2,10000
3834.1,2,10000
3835.1,2,10000
3836.1,2,10000
3837.1,2,10000
3838.1,2,10000
3839.1,2,10000
3840.1,2,10000
3841.1,2,10000
3842.1,2,10000
3843.1,2,10000
3844.1,2,10000
3845.1,2,10000
3846.1,2,10000
3847.1,2,10000
3848.1,2,10000
3849.1,2,10000
3850.1,2,10000
3851.1,2,10000
3852.1,2,10000
3853.1,2,10000
3854.1,2,10000
3855.1,2,10000
3856.1,2,10000
3857.1,2,10000
3858.1,2,10000
3859.1,2,10000
3860.1,2,10000
3861.1,2,10000
3862.1,2,10000
3863.1,2,10000
3864.1,2,10000
3865.1,2,10000
3866.1,2,10000
3867.1,2,10000
3868.1,2,10000
3869.1,2,10000
3870.1,2,10000
3871.1,2,10000
3872.1,2,10000
3873.1,2,10000
3874.1,2,10000
3875.1,2,10000
3876.1,2,10000
3877.1,2,10000
3878.1,2,10000
3879.1,2,10000
3880.1,2,10000
3881.1,2,10000
3882.1,2,10000
3883.1,2,10000
3884.1,2,10000
3885.1,2,10000
3886.1,2,10000
3887.1,2,10000
3888.1,2,10000
3889.1,2,10000
3890.1,2,10000
3891.1,2,10000
3892.1,2,10000
3893.1,2,10000
3894.1,2,10000
3895.1,2,10000
3896.1,2,10000
3897.1,2,10000
3898.1,2,10000
3899.1,2,10000
3900.1,2,10000
3901.1,2,10000
3902.1,2,10000
3903.1,2,10000
3904.1,2,10000
3905.1,2,10000
3906.1,2,10000
3907.1,2,10000
3908.1,2,10000
3909.1,2,10000
3910.1,2,10000
3911.1,2,10000
3912.1,2,10000
3913.1,2,10000
3914.1,2,10000
3915.1,2,10000
3916.1,2,10000
3917.1,2,10000
3918.1,2,10000
3919.1,2,10000
3920.1,2,10000
3921.1,2,10000
3922.1,2,10000
3923.1,2,10000
3924.1,2,10000
3925.1,2,10000
3926.1,2,10000
3927.1,2,10000
3928.1,2,10000
3929.1,2,10000
3930.1,2,10000
3931.1,2,10000
3932.1,2,10000
3933.1,2,10000
3934.1,2,10000
3935.1,2,10000
3936.1,2,10000
3937.1,2,10000
3938.1,2,10000
3939.1,2,10000
3940.1,2,10000
3941.1,2,10000
3942.1,2,10000
3943.1,2,10000
3944.1,2,10000
3945.1,2,10000
3946.1,2,10000
3947.1,2,10000
3948.1,2,10000
3949.1,2,10000
3950.1,2,10000
3951.1,2,10000
3952.1,2,10000
3953.1,2,10000
3954.1,2,10000
3955.1,2,10000
3956.1,2,10000
3957.1,2,10000
3958.1,2,10000
3959.1,2,10000
3960.1,2,10000
3961.1,2,10000
3962.1,2,10000
3963.1,2,10000
3964.1,2,10000
3965.1,2,10000
3966.1,2,10000
3967.1,2,10000
3968.1,2,10000
3969.1,2,10000
3970.1,2,10000
3971.1,2,10000
3972.1,2,10000
3973.1,2,10000
3974.1,2,10000
3975.1,2,10000
3976.1,2,10000
3977.1,2,10000
3978.1,2,10000
3979.1,2,10000
3980.1,2,10000
3981.1,2,10000
3982.1,2,10000
3983.1,2,10000
3984.1,2,10000
3985.1,2,10000
3986.1,2,10000
3987.1,2,10000
3988.1,2,10000
3989.1,2,10000
3990.1,2,10000
3991.1,2,10000
3992.1,2,10000
3993.1,2,10000
3994.1,2,10000
3995.1,2,10000
3996.1,2,10000
3997.1,2,10000
3998.1,2,10000
3999.1,2,10000
4000.1,2,10000
4001.1,2,10000
4002.1,2,10000
4003.1,2,10000
4004.1,2,10000
4005.1,2,10000
4006.1,2,10000
4007.1,2,10000
4008.1,2,10000
4009.1,2,10000
4010.1,2,10000
4011.1,2,10000
4012.1,2,10000
4013.1,2,10000
4014.1,2,10000
4015.1,2,10000
4016.1,2,10000
4017.1,2,10000
4018.1,2,10000
4019.1,2,10000
4020.1,2,10000
4021.1,2,10000
4022.1,2,10000
4023.1,2,10000
4024.1,2,10000
4025.1,2,10000
4026.1,2,10000
4027.1,2,10000
4028.1,2,10000
4029.1,2,10000
4030.1,2,10000
4031.1,2,10000
4032.1,2,10000
4033.1,2,10000
4034.1,2,10000
4035.1,2,10000
4036.1,2,10000
4037.1,2,10000
4038.1,2,10000
4039.1,2,10000
4040.1,2,10000
4041.1,2,10000
4042.1,2,10000
4043.1,2,10000
4044.1,2,10000
4045.1,2,10000
4046.1,2,10000
4047.1,2,10000
4048.1,2,10000
4049.1,2,10000
4050.1,2,10000
4051.1,2,10000
4052.1,2,10000
4053.1,2,10000
4054.1,2,10000
4055.1,2,10000
4056.1,2,10000
4057.1,2,10000
4058.1,2,10000
4059.1,2,10000
4060.1,2,10000
4061.1,2,10000
4062.1,2,10000
4063.1,2,10000
4064.1,2,10000
4065.1,2,10000
4066.1,2,10000
4067.1,2,10000
4068.1,2,10000
4069.1,2,10000
4070.1,2,10000
4071.1,2,10000
4072.1,2,10000
4073.1,2,10000
4074.1,2,10000
4075.1,2,10000
4076.1,2,10000
4077.1,2,10000
4078.1,2,10000
4079.1,2,10000
4080.1,2,10000
4081.1,2,10000
4082.1,2,10000
4083.1,2,10000
4084.1,2,10000
4085.1,2,10000
4086.1,2,10000
4087.1,2,10000
4088.1,2,10000
4089.1,2,10000
4090.1,2,10000
4091.1,2,10000
4092.1,2,10000
4093.1,2,10000
4094.1,2,10000
4095.1,2,10000
4096.1,2,10000
4097.1,2,10000
4098.1,2,10000
4099.1,2,10000
4100.1,2,10000
4101.1,2,10000
4102.1,2,10000
4103.1,2,10000
4104.1,2,10000
4105.1,2,10000
4106.1,2,10000
4107.1,2,10000
4108.1,2,10000
4109.1,2,10000
4110.1,2,10000
4111.1,2,10000
4112.1,2,10000
4113.1,2,10000
4114.1,2,10000
4115.1,2,10000
4116.1,2,10000
4117.1,2,10000
4118.1,2,10000
4119.1,2,10000
4120.1,2,10000
4121.1,2,10000
4122.1,2,10000
4123.1,2,10000
4124.1,2,10000
4125.1,2,10000
4126.1,2,10000
4127.1,2,10000
4128.1,2,10000
4129.1,2,10000
4130.1,2,10000
4131.1,2,10000
4132.1,2,10000
4133.1,2,10000
4134.1,2,10000
4135.1,2,10000
4136.1,2,10000
4137.1,2,10000
4138.1,2,10000
4139.1,2,10000
4140.1,2,10000
4141.1,2,10000
4142.1,2,10000
4143.1,2,10000
4144.1,2,10000
4145.1,2,10000
4146.1,2,10000
4147.1,2,10000
4148.1,2,10000
4149.1,2,10000
4150.1,2,10000
4151.1,2,10000
4152.1,2,10000
4153.1,2,10000
4154.1,2,10000
4155.1,2,10000
4156.1,2,10000
4157.1,2,10000
4158.1,2,10000
4159.1,2,10000
4160.1,2,10000
4161.1,2,10000
4162.1,2,10000
4163.1,2,10000
4164.1,2,10000
4165.1,2,10000
4166.1,2,10000
4167.1,2,10000
4168.1,2,10000
4169.1,2,10000
4170.1,2,10000
4171.1,2,10000
4172.1,2,10000
4173.1,2,10000
4174.1,2,10000
4175.1,2,10000
4176.1,2,10000
4177.1,2,10000
4178.1,2,10000
4179.1,2,10000
4180.1,2,10000
4181.1,2,10000
4182.1,2,10000
4183.1,2,10000
4184.1,2,10000
4185.1,2,10000
4186.1,2,10000
4187.1,2,10000
4188.1,2,10000
4189.1,2,10000
4190.1,2,10000
4191.1,2,10000
4192.1,2,10000
4193.1,2,10000
4194.1,2,10000
4195.1,2,10000
4196.1,2,10000
4197.1,2,10000
4198.1,2,10000
4199.1,2,10000
4200.1,2,10000
4201.1,2,10000
4202.1,2,10000
4203.1,2,10000
4204.1,2,10000
4205.1,2,10000
4206.1,2,10000
4207.1,2,10000
4208.1,2,10000
4209.1,2,10000
4210.1,2,10000
4211.1,2,10000
4212.1,2,10000
4213.1,2,10000
4214.1,2,10000
4215.1,2,10000
4216.1,2,10000
4217.1,2,10000
4218.1,2,10000
4219.1,2,10000
4220.1,2,10000
4221.1,2,10000
4222.1,2,10000
4223.1,2,10000
4224.1,2,10000
4225.1,2,10000
4226.1,2,10000
4227.1,2,10000
4228.1,2,10000
4229.1,2,10000
4230.1,2,10000
4231.1,2,10000
4232.1,2,10000
4233.1,2,10000
4234.1,2,10000
4235.1,2,10000
4236.1,2,10000
4237.1,2,10000
4238.1,2,10000
4239.1,2,10000
4240.1,2,10000
4241.1,2,10000
4242.1,2,10000
4243.1,2,10000
4244.1,2,10000
4245.1,2,10000
4246.1,2,10000
4247.1,2,10000
4248.1,2,10000
4249.1,2,10000
4250.1,2,10000
4251.1,2,10000
4252.1,2,10000
4253.1,2,10000
4254.1,2,10000
4255.1,2,10000
4256.1,2,10000
4257.1,2,10000
4258.1,2,10000
4259.1,2,10000
4260.1,2,10000
4261.1,2,10000
4262.1,2,10000
4263.1,2,10000
4264.1,2,10000
4265.1,2,10000
4266.1,2,10000
4267.1,2,10000
4268.1,2,10000
4269.1,2,10000
4270.1,2,10000
4271.1,2,10000
4272.1,2,10000
4273.1,2,10000
4274.1,2,10000
4275.1,2,10000
4276.1,2,10000
